id,name,latitude,longitude,address,url,status,phone,primary-type,rating,rating-count,price-level
ChIJQ49axX2R0S0RyTpvwQFL36c,Babi Guling Cokot,-8.101910199999999,115.0968938,"V3XW+6QJ, Kampung Baru, Buleleng, Buleleng Regency, Bali 81114, Indonesia",https://maps.google.com/?cid=12096469595052784329,OPERATIONAL,+62 813-3705-6761,indonesian_restaurant,4.5,160.0,PRICE_LEVEL_UNKNOWN
ChIJta2ISKiQ0S0RZxASKMcjjwI,Loving Hut - Singaraja,-8.1033333,115.0925,"Jl. Surapati No.43, Kp. Baru, Kec. Buleleng, Kabupaten Buleleng, Bali 81113, Indonesia",https://maps.google.com/?cid=184405448023216231,OPERATIONAL,+62 362 29233,vegetarian_restaurant,4.3,154.0,PRICE_LEVEL_MODERATE
ChIJ86Hkk0SR0S0RkssH6vYwK7Q,Warung Makan Budi Nasi Ayam Guling,-8.1021804,115.0955116,"V3XW+46C, Kampung Baru, Buleleng, Buleleng Regency, Bali 81114, Indonesia",https://maps.google.com/?cid=12982524187872054162,OPERATIONAL,+62 878-6300-5361,restaurant,4.7,83.0,PRICE_LEVEL_UNKNOWN
ChIJXwdUQaiQ0S0Rnf-HPFBfSk4,Warung Babi Guling Sukadana,-8.1031292,115.0939485,"No, Jl. Surapati No.86, Kp. Baru, Kec. Buleleng, Kabupaten Buleleng, Bali 81114, Indonesia",https://maps.google.com/?cid=5641426281452535709,OPERATIONAL,+62 813-3833-2390,indonesian_restaurant,4.4,192.0,PRICE_LEVEL_UNKNOWN
ChIJkZF8PqiQ0S0RLM5vQsr3Lfk,OTeWe Resto & Kopi,-8.1040124,115.0910916,"Jl. Surapati No.12, Kp. Baru, Kec. Buleleng, Kabupaten Buleleng, Bali 81113, Indonesia",https://maps.google.com/?cid=17955279737466113580,OPERATIONAL,+62 362 3304611,restaurant,4.6,67.0,PRICE_LEVEL_INEXPENSIVE
ChIJeyb5F3Wa0S0RBCnTEeyDZ-c,Depot Jakarta Ahok,-8.1048902,115.09590009999998,"Jl. Pulau Bali No.10, Kp. Baru, Kec. Buleleng, Kabupaten Buleleng, Bali 81114, Indonesia",https://maps.google.com/?cid=16674441195297122564,OPERATIONAL,+62 812-3695-3008,seafood_restaurant,4.3,131.0,PRICE_LEVEL_MODERATE
ChIJQ8KoGZeT0S0RWJFSGqhrnPs,Sanglung Villas & Suites,-8.1020109,115.2221361,"Depeha, Kubutambahan, Buleleng Regency, Bali 81172, Indonesia",https://maps.google.com/?cid=18130484569627070808,OPERATIONAL,+62 813-3853-4204,hotel,4.6,120.0,PRICE_LEVEL_UNKNOWN
ChIJ4XYbm0qT0S0RX2HhgvBy_to,Villa Boreh Retreat Center,-8.100033,115.28494,"Jl. Singaraja-Amlapura, Sembiran, Kec. Tejakula, Kabupaten Buleleng, Bali 81173, Indonesia",https://maps.google.com/?cid=15780176521666322783,OPERATIONAL,+62 362 3303475,resort_hotel,4.6,106.0,PRICE_LEVEL_UNKNOWN
ChIJJeBDR22a0S0RpAYUsfNXSRg,Hotel Grand Wijaya,-8.115814199999999,115.0808258,"Jl. Sudirman No.74, Banyuasri, Kec. Buleleng, Kabupaten Buleleng, Bali 81116, Indonesia",https://maps.google.com/?cid=1750026634369697444,OPERATIONAL,+62 362 21915,hotel,4.2,483.0,PRICE_LEVEL_UNKNOWN
ChIJ965K-Gyb0S0RBP9FtHK3RXI,Mie Kober,-8.1109024,115.08462969999998,"Jl. Dewi Sartika Utara No.34, Kaliuntu, Kec. Buleleng, Kabupaten Buleleng, Bali 81116, Indonesia",https://maps.google.com/?cid=8234189196995460868,OPERATIONAL,+62 813-3233-2336,restaurant,4.1,1288.0,PRICE_LEVEL_UNKNOWN
ChIJn0RVRgma0S0R7Iav2scwv08,Valencia Bakery,-8.1116803,115.08553699999996,"Jl. A. Yani No.10, Kp. Anyar, Kec. Buleleng, Kabupaten Buleleng, Bali 81114, Indonesia",https://maps.google.com/?cid=5746365284473603820,OPERATIONAL,+62 362 21220,bakery,4.5,270.0,PRICE_LEVEL_MODERATE
ChIJqbDOUQya0S0RLkyZyGdidTE,Conato Bakery,-8.1123083,115.0843047,"Jl. A. Yani No.83, Kaliuntu, Kec. Buleleng, Kabupaten Buleleng, Bali 81116, Indonesia",https://maps.google.com/?cid=3563862878020258862,OPERATIONAL,+62 362 3304604,bakery,4.3,275.0,PRICE_LEVEL_MODERATE
ChIJzf888hGa0S0R1Ukf59_sPzs,Edutel Undiksha,-8.1092672,115.0809217,"V3RJ+79V, Jl. Jatayu, Kaliuntu, Kec. Buleleng, Kabupaten Buleleng, Bali 60253, Indonesia",https://maps.google.com/?cid=4269391418169969109,OPERATIONAL,+62 878-6207-2400,hotel,4.1,100.0,PRICE_LEVEL_UNKNOWN
ChIJlzvW9hGa0S0RLFBfzlvrsIY,Warung Mie Ayam Bakso Mas Bejo,-8.1095518,115.0811708,"Jl. Jatayu No.11, Kaliuntu, Kec. Buleleng, Kabupaten Buleleng, Bali 81116, Indonesia",https://maps.google.com/?cid=9705515976520323116,OPERATIONAL,+62 812-3722-6016,indonesian_restaurant,4.6,341.0,PRICE_LEVEL_INEXPENSIVE
ChIJ77aD5TGb0S0RJ_rv47ElUNQ,Mie Ayam Koprol,-8.115014799999999,115.0819779,"Jl. Cempaka No.7, Banyuasri, Kec. Buleleng, Kabupaten Buleleng, Bali 81116, Indonesia",https://maps.google.com/?cid=15298769380141169191,OPERATIONAL,+62 831-1436-2626,restaurant,4.3,155.0,PRICE_LEVEL_UNKNOWN
ChIJR9zNKW2a0S0Rnpm8hvBdk6A,Rumah Makan Padang Bareh Solok,-8.115626599999999,115.0788778,"Jl. A. Yani No.168, Banyuasri, Kec. Buleleng, Kabupaten Buleleng, Bali 81116, Indonesia",https://maps.google.com/?cid=11570695155278977438,OPERATIONAL,+62 811-3846-300,indonesian_restaurant,4.4,285.0,PRICE_LEVEL_INEXPENSIVE
ChIJc_R1RQya0S0RsxhAtavl0ko,Istana Cake & Bakery,-8.1115041,115.0858691,"Jl. A. Yani No.64, Kaliuntu, Kec. Buleleng, Kabupaten Buleleng, Bali 81116, Indonesia",https://maps.google.com/?cid=5391624229558950067,OPERATIONAL,+62 878-9177-8899,bakery,4.1,151.0,PRICE_LEVEL_MODERATE
ChIJYf6GOKCb0S0RUfIW0sO8ico,McDonald's Singaraja,-8.1151828,115.0914036,"Jl. Ngurah Rai No.52, Banjar Jawa, Kec. Buleleng, Kabupaten Buleleng, Bali 81113, Indonesia",https://maps.google.com/?cid=14594403616700166737,OPERATIONAL,+62 811-1310-5741,fast_food_restaurant,4.5,1318.0,PRICE_LEVEL_MODERATE
ChIJAQAAwAqa0S0RRhKeGGDFjVQ,KFC,-8.112693,115.0913336,"Jl. Ngurah Rai No.78, Banjar Jawa, Kec. Buleleng, Kabupaten Buleleng, Bali 81113, Indonesia",https://maps.google.com/?cid=6092742887422693958,OPERATIONAL,+62 811-7157-540,fast_food_restaurant,4.1,1877.0,PRICE_LEVEL_MODERATE
ChIJ9alsDAya0S0RLpXwi49oao0,Hotel Sentral,-8.1105277,115.08753029999998,"Jl. A. Yani No.48, Kaliuntu, Kec. Buleleng, Kabupaten Buleleng, Bali 81114, Indonesia",https://maps.google.com/?cid=10190072072616580398,OPERATIONAL,+62 362 21896,hotel,3.7,602.0,PRICE_LEVEL_UNKNOWN
ChIJAeaA7gua0S0RzmKxwL9zvaA,Rumah Makan Gandi,-8.1103712,115.0890348,"Jl. A. Yani No.25H, Kp. Anyar, Kec. Buleleng, Kabupaten Buleleng, Bali 81114, Indonesia",https://maps.google.com/?cid=11582541084075582158,OPERATIONAL,+62 362 21163,chinese_restaurant,4.4,434.0,PRICE_LEVEL_MODERATE
ChIJiVib28ab0S0R3EcpYdpBCtw,WARUNG SAMBAL METAL (WSM),-8.1163378,115.09055219999998,"Belakang Singaraja Futsal, Jl. Nakula No.24, Banjar Jawa, Kec. Buleleng, Kabupaten Buleleng, Bali 81113, Indonesia",https://maps.google.com/?cid=15855557844300023772,OPERATIONAL,+62 812-4608-0056,restaurant,4.5,231.0,PRICE_LEVEL_INEXPENSIVE
ChIJMdfrw8ab0S0RNLftGX7kG74,Gelato Corner Cafe,-8.1157795,115.0888527,"Jl. Udayana No.11A, Banjar Jawa, Kec. Buleleng, Kabupaten Buleleng, Bali 81114, Indonesia",https://maps.google.com/?cid=13698793921829517108,OPERATIONAL,+62 362 3303460,restaurant,4.5,337.0,PRICE_LEVEL_MODERATE
ChIJn0zp7eeb0S0R0SVwp6znAmU,GoGo Fried Chicken Ngurah Rai,-8.1142561,115.0914273,"Jl. Ngurah Rai, Banjar Jawa, Kec. Buleleng, Kabupaten Buleleng, Bali 81113, Indonesia",https://maps.google.com/?cid=7278634676513678801,OPERATIONAL,+62 819-1001-9090,fast_food_restaurant,4.4,150.0,PRICE_LEVEL_UNKNOWN
ChIJxX_fSjmb0S0RA_j4_mBSJU8,Point Coffee,-8.1130825,115.093778,"Jl. Gajah Mada, Banjar Jawa, Kec. Buleleng, Kabupaten Buleleng, Bali 81113, Indonesia",https://maps.google.com/?cid=5703055079682668547,OPERATIONAL,+62 21 1500280,coffee_shop,4.6,64.0,PRICE_LEVEL_UNKNOWN
ChIJ6zYjlnSa0S0RSvi9MnueFts,Warung Tomat Pizza and Pasta,-8.1157044,115.0891956,"Depan GOR Bhuana Patra, Jl. Udayana No.8, Banjar Jawa, Kec. Buleleng, Kabupaten Buleleng, Bali 81114, Indonesia",https://maps.google.com/?cid=15786979795763329098,OPERATIONAL,+62 362 3301455,italian_restaurant,4.5,246.0,PRICE_LEVEL_UNKNOWN
ChIJJ6MLwAya0S0RSRDZlG8hnZg,Food Court Tasbih 11 (Wr Pudak & Food Camp),-8.1130247,115.086445,"Jl. Tasbih No.11, Kaliuntu, Kec. Buleleng, Kabupaten Buleleng, Bali 81116, Indonesia",https://maps.google.com/?cid=10996982628230959177,OPERATIONAL,+62 878-6116-2624,restaurant,4.3,344.0,PRICE_LEVEL_INEXPENSIVE
ChIJT-0EwnSa0S0RSEasTVEsxeQ,Beatrix Patisserie And Gourmet,-8.115765399999999,115.0889463,"B, singaraja, Jl. Udayana No.5, Banjar Tegal, Kec. Buleleng, Kabupaten Buleleng, Bali 81116, Indonesia",https://maps.google.com/?cid=16484630738766677576,OPERATIONAL,+62 362 32375,restaurant,4.5,258.0,PRICE_LEVEL_MODERATE
ChIJIw2Zhr2Q0S0Rjn3Czlwi2QU,Depot Habbatussauda,-8.1127036,115.109376,"Depot habbatussauda, timur samping balai banjar, Pas samping balai banjar banyuning timut, Jl. Setia Budi No.76, Banyuning, Kec. Buleleng, Kabupaten Buleleng, Bali, Indonesia",https://maps.google.com/?cid=421405822137040270,OPERATIONAL,+62 819-3638-0033,restaurant,4.5,211.0,PRICE_LEVEL_UNKNOWN
ChIJbbKsyvrs0S0RUj7V3NgwggE,Bondalem Beach Club,-8.1103956,115.3191657,"Bondalem, Tejakula, Buleleng Regency, Bali 81173, Indonesia",https://maps.google.com/?cid=108703048986345042,OPERATIONAL,+62 812-3788-8444,hotel,4.6,233.0,PRICE_LEVEL_UNKNOWN
ChIJhwijnOXs0S0RsFQaWa88pZc,Prana Veda,-8.1095378,115.316148,"Jl. Arcana, Bondalem, Kec. Tejakula, Kabupaten Buleleng, Bali 81173, Indonesia",https://maps.google.com/?cid=10927206794696217776,OPERATIONAL,+62 821-4454-5315,hotel,4.7,77.0,PRICE_LEVEL_UNKNOWN
ChIJ4Qj-RlHs0S0R0HRiUWcqT14,The Amrita Salt Farm Villas,-8.112523099999999,115.3381144,"Jl. Kayu Dui, Dusun Sukadarma, Tejakula, Tejakula, Buleleng, Kabupaten Buleleng, Bali 81173, Indonesia",https://maps.google.com/?cid=6795696985960772816,OPERATIONAL,+62 852-3735-0144,hotel,4.6,88.0,PRICE_LEVEL_UNKNOWN
ChIJX6OgoOib0S0Re3uePctacKY,OYO 922 Pp Dream Guest House,-8.1232264,115.0669073,"Jl. Pura Segara Penimbangan No.7x, Banyuasri, Kec. Buleleng, Kabupaten Buleleng, Bali 81116, Indonesia",https://maps.google.com/?cid=11993185636646288251,OPERATIONAL,+62 21 29707601,hotel,3.9,102.0,PRICE_LEVEL_UNKNOWN
ChIJtex580Oa0S0Rm8rdTh4Khjw,Krisna's Beach Street Bar & Resto,-8.1220371,115.0648034,"Jl. Yeh Mumbul, Baktiseraga, Kec. Buleleng, Kabupaten Buleleng, Bali 81119, Indonesia",https://maps.google.com/?cid=4361184414443358875,OPERATIONAL,+62 362 3301872,bar,4.3,954.0,PRICE_LEVEL_MODERATE
ChIJ4al4YkGa0S0Ron5owaFWehI,Warung PP Ikan Bakar,-8.1208952,115.0664916,"Baktiseraga, Buleleng, Buleleng Regency, Bali 81119, Indonesia",https://maps.google.com/?cid=1331471892575977122,OPERATIONAL,+62 812-3811-841,seafood_restaurant,4.6,351.0,PRICE_LEVEL_UNKNOWN
ChIJXX-ovmya0S0Riu6tTd4YCTM,Syobak Babi Khe-Lok,-8.1213336,115.0717664,"Jl. A. Yani No.290 B, Baktiseraga, Kec. Buleleng, Kabupaten Buleleng, Bali 81116, Indonesia",https://maps.google.com/?cid=3677497913789771402,OPERATIONAL,+62 362 32565,indonesian_restaurant,4.2,404.0,PRICE_LEVEL_MODERATE
ChIJ6baLxiWb0S0RSH3eH0Q_9hQ,Warung KAMYU,-8.1198674,115.0680173,"Jl. Pantai Indah Gg. III No.18, Singaraja, Kec. Buleleng, Kabupaten Buleleng, Bali 81119, Indonesia",https://maps.google.com/?cid=1510464286854380872,OPERATIONAL,+62 812-2281-8517,restaurant,4.3,134.0,PRICE_LEVEL_UNKNOWN
ChIJ8YHCqUOa0S0RdsjMFdcgStg,Cozy Resto,-8.122089599999999,115.065762,"Jl. Pura Segara Penimbangan, Baktiseraga, Kec. Buleleng, Kabupaten Buleleng, Bali 81119, Indonesia",https://maps.google.com/?cid=15585305568624822390,OPERATIONAL,+62 362 28214,seafood_restaurant,4.3,555.0,PRICE_LEVEL_MODERATE
ChIJZb7mbzKb0S0RCKDO4Fii0uE,Mister Crab,-8.1230189,115.0665116,"Jl. Pantai Penimbangan, Baktiseraga, Kec. Buleleng, Kabupaten Buleleng, Bali 81117, Indonesia",https://maps.google.com/?cid=16272246906255482888,OPERATIONAL,+62 831-1974-1215,seafood_restaurant,4.7,68.0,PRICE_LEVEL_UNKNOWN
ChIJi13CORqb0S0RNQQto86s3EY,Kedai Kopi nAu Krisna Beach Street,-8.1220989,115.0646483,"Jl. Yeh Mumbul, Baktiseraga, Kec. Buleleng, Kabupaten Buleleng, Bali 81119, Indonesia",https://maps.google.com/?cid=5106146081032176693,OPERATIONAL,+62 815-8525-0552,coffee_shop,4.3,76.0,PRICE_LEVEL_UNKNOWN
ChIJkzxDVzCb0S0RTM7yI0-y9II,Pepe Bocelli Family Karaoke,-8.123768499999999,115.0672148,"Jl. Pantai Penimbangan, Baktiseraga, Kec. Buleleng, Kabupaten Buleleng, Bali 81119, Indonesia",https://maps.google.com/?cid=9436363172223307340,OPERATIONAL,+62 812-1070-8688,bar,4.7,95.0,PRICE_LEVEL_UNKNOWN
ChIJUStBPIWb0S0RqM-bGXQn490,Mie Gacoan Singaraja,-8.1194157,115.073732,"Jl. A. Yani No.191, Banyuasri, Kec. Buleleng, Kabupaten Buleleng, Bali 81119, Indonesia",https://maps.google.com/?cid=15988666481694724008,OPERATIONAL,+62 895-3502-27111,restaurant,4.5,3682.0,PRICE_LEVEL_INEXPENSIVE
ChIJJ_k0qmua0S0RUKI5YmF3waw,Hotel Mandari,-8.1180757,115.0734535,"V3JF+Q98, Jl. Pantai Asri, Banyuasri, Kec. Buleleng, Kabupaten Buleleng, Bali 81119, Indonesia",https://maps.google.com/?cid=12448362105172238928,OPERATIONAL,+62 362 3303100,hotel,4.2,197.0,PRICE_LEVEL_UNKNOWN
ChIJQ3syzGua0S0Rq9dCRiqEftc,OYO 91042 Hawaina Hotel,-8.119523299999999,115.0736271,"Jl. A. Yani No.194A, Baktiseraga, Kec. Buleleng, Kabupaten Buleleng, Bali 81119, Indonesia",https://maps.google.com/?cid=15527993882322327467,OPERATIONAL,+62 21 29707601,hotel,3.5,102.0,PRICE_LEVEL_UNKNOWN
ChIJny0JbQ2a0S0RInO-Q8vLfdc,Rumah Makan Padang Minang Saiyo,-8.120051499999999,115.0733338,"Jl. A. Yani No.201, singaraja, Kec. Buleleng, Kabupaten Buleleng, Bali 81119, Indonesia",https://maps.google.com/?cid=15527791164118692642,OPERATIONAL,+62 853-3782-8866,indonesian_restaurant,4.5,391.0,PRICE_LEVEL_UNKNOWN
ChIJgbBgei-b0S0RlqvHUSxPB_Q,BAKSO MERCON ASELOLE,-8.1201144,115.0762654,"Jl. Jalak Putih 1, Banyuasri, Kec. Buleleng, Kabupaten Buleleng, Bali 81119, Indonesia",https://maps.google.com/?cid=17584110321860586390,OPERATIONAL,+62 819-4991-2881,indonesian_restaurant,4.6,85.0,PRICE_LEVEL_INEXPENSIVE
ChIJ14uqnmua0S0RhqeKb19H_po,Seafood Cak Ibad,-8.1180072,115.0751153,"Banyuasri, Buleleng, Buleleng Regency, Bali 81119, Indonesia",https://maps.google.com/?cid=11168442601144231814,OPERATIONAL,+62 823-4009-2546,seafood_restaurant,4.3,439.0,PRICE_LEVEL_INEXPENSIVE
ChIJpSvdH0-b0S0RyAfDwP7_Pdc,MISS STEAK SINGARAJA,-8.1202969,115.0728189,"Jl. Ahmad Yani Barat No.216, Baktiseraga, SINGARAJA, Kabupaten Buleleng, Bali 81119, Indonesia",https://maps.google.com/?cid=15509834161354639304,OPERATIONAL,+62 878-6322-0919,indonesian_restaurant,4.7,82.0,PRICE_LEVEL_UNKNOWN
ChIJNdICmGya0S0RsaHa0RVlAL4,Bakso Haram Singaraja,-8.116353100000001,115.0769138,"Jl. Singaraja-Gilimanuk, Banyuasri, Kec. Buleleng, Kabupaten Buleleng, Bali 81116, Indonesia",https://maps.google.com/?cid=13691054011595792817,OPERATIONAL,+62 878-7597-7748,indonesian_restaurant,4.3,237.0,PRICE_LEVEL_INEXPENSIVE
ChIJt4_ccEeb0S0Ra35VXWyqaok,Kopi deKakiang,-8.1173852,115.0840066,"Jl. Sedap Malam No.20, Banyuasri, Kec. Buleleng, Kabupaten Buleleng, Bali 81116, Indonesia",https://maps.google.com/?cid=9901914113126530667,OPERATIONAL,+62 813-5393-0699,coffee_shop,4.8,86.0,PRICE_LEVEL_UNKNOWN
ChIJ8W4XPG2a0S0RO5yxLEjMAdM,Umah ketipat,-8.1188793,115.08283619999996,"Jl. Sudirman No.43, Banyuasri, Kec. Buleleng, Kabupaten Buleleng, Bali 81116, Indonesia",https://maps.google.com/?cid=15204658427339054139,OPERATIONAL,+62 878-6043-0899,restaurant,4.5,724.0,PRICE_LEVEL_UNKNOWN
ChIJ7UxuInOa0S0RcT5cdIv6Tw0,Rumah Makan Manalagi 2,-8.1156511,115.0855647,"V3MP+P6P, Jl. Teleng, Kaliuntu, Kec. Buleleng, Kabupaten Buleleng, Bali 81116, Indonesia",https://maps.google.com/?cid=959260722512805489,OPERATIONAL,+62 362 22443,restaurant,4.1,220.0,PRICE_LEVEL_UNKNOWN
ChIJT24aDPiR0S0RhKThCKUS9yA,Key Coffee Bali,-8.1181062,115.0843292,"Jl. Udayana No.8, Banyuasri, Kec. Buleleng, Kabupaten Buleleng, Bali 81114, Indonesia",https://maps.google.com/?cid=2375387828489135236,OPERATIONAL,+62 813-3996-9447,coffee_shop,4.8,118.0,PRICE_LEVEL_UNKNOWN
ChIJsb_qxPub0S0RSW2p2wl61Qw,Danke Cafe,-8.1159325,115.08781839999996,"Jl. Udayana, Kaliuntu, Kec. Buleleng, Kabupaten Buleleng, Bali 81116, Indonesia",https://maps.google.com/?cid=924779481253113161,OPERATIONAL,+62 881-0374-66690,restaurant,4.4,159.0,PRICE_LEVEL_UNKNOWN
ChIJNU3CQHKa0S0R-gBrUKSkcQg,Point Coffee,-8.1182204,115.08393249999996,"Jl. Udayana No.18A, Banyuasri, Kec. Buleleng, Kabupaten Buleleng, Bali 81116, Indonesia",https://maps.google.com/?cid=608448450302509306,OPERATIONAL,+62 21 1500280,coffee_shop,4.5,280.0,PRICE_LEVEL_MODERATE
ChIJEWIZEu2b0S0RRt6XTvsJWs4,Shouri Sushi and Tepanyaki,-8.1185165,115.0829482,"Banyuasri, Buleleng, Buleleng Regency, Bali 81116, Indonesia",https://maps.google.com/?cid=14869208094677130822,OPERATIONAL,+62 362 3306803,japanese_restaurant,4.4,204.0,PRICE_LEVEL_UNKNOWN
ChIJ9TBMhnSa0S0RKkDbaqUkrfE,Rumah Makan Mana Lagi,-8.1168771,115.0888112,"Jl. Sahadewa No.8 A, Banjar Tegal, Kec. Buleleng, Kabupaten Buleleng, Bali 81116, Indonesia",https://maps.google.com/?cid=17414615626992533546,OPERATIONAL,+62 362 26924,restaurant,4.1,291.0,PRICE_LEVEL_MODERATE
ChIJK2gVHnOa0S0RyB1EjHnnvyY,Warung Retro,-8.1160371,115.08523369999996,"Kaliuntu, Buleleng, Buleleng Regency, Bali 81116, Indonesia",https://maps.google.com/?cid=2792204803223330248,OPERATIONAL,+62 362 3303103,restaurant,4.4,314.0,PRICE_LEVEL_MODERATE
ChIJg4L7rlGb0S0ReBlXCfXIg_w,ACK Fried Chicken Udayana,-8.1169412,115.0861075,"Jl. Udayana No.26, Kaliuntu, Kec. Buleleng, Kabupaten Buleleng, Bali 81116, Indonesia",https://maps.google.com/?cid=18195607874256181624,OPERATIONAL,+62 815-5801-3656,fast_food_restaurant,4.5,183.0,PRICE_LEVEL_INEXPENSIVE
ChIJUdgB856Q0S0Rb5R6Ba6gyS8,JFC Banyuning,-8.1173784,115.0975655,"Jl. Gempol, Banyuning, Kec. Buleleng, Kabupaten Buleleng, Bali 81112, Indonesia",https://maps.google.com/?cid=3443460059378127983,OPERATIONAL,+62 818-0557-5669,fast_food_restaurant,4.4,319.0,PRICE_LEVEL_UNKNOWN
ChIJfZRe0U2R0S0RPeC_4K5uJ4Y,DAPUR PAPA EL,-8.1179914,115.1026591,"V4J3+R33, Unnamed Road, Banyuning, Kec. Buleleng, Kabupaten Buleleng, Bali 81111, Indonesia",https://maps.google.com/?cid=9666816822548095037,OPERATIONAL,+62 812-4661-4881,cafe,4.7,55.0,PRICE_LEVEL_UNKNOWN
ChIJM1xSzxfu0S0RQyp4XCcAIt8,Cili Emas Oceanside Resort Bali,-8.1185691,115.3443139,"V8JV+HPG, Jl. Segara, Pantai, Tejakula, Kec. Tejakula, Kabupaten Buleleng, Bali 81173, Indonesia",https://maps.google.com/?cid=16078413788721195587,OPERATIONAL,+62 819-3434-8880,resort_hotel,4.5,113.0,PRICE_LEVEL_UNKNOWN
ChIJ33HpuhCb0S0RLjDZD9aHIz8,Puri Bagus Lovina Beach & Yoga Retreat Resort,-8.128296299999999,115.0610382,"Jl. Seririt- Singaraja No.Desa, Pemaron, Lovina, Kabupaten Buleleng, Bali 81151, Indonesia",https://maps.google.com/?cid=4549629402032975918,OPERATIONAL,+62 362 21430,resort_hotel,4.5,500.0,PRICE_LEVEL_UNKNOWN
ChIJI7N47JCb0S0R7YnkjAN52KA,Berutz Bar & Resto,-8.1285884,115.0656473,"Jl. Gede Wangsa No.2, Pemaron, Kec. Buleleng, Kabupaten Buleleng, Bali 81119, Indonesia",https://maps.google.com/?cid=11590146697193621997,OPERATIONAL,+62 878-9363-5818,restaurant,4.4,531.0,PRICE_LEVEL_UNKNOWN
ChIJo1MmhMab0S0R8UNAK7DRJ1s,Josh Guest House,-8.12496,115.065678,"Jl. Pantai Penimbangan Gg. Balbo No.Blok E, Baktiseraga, Kec. Buleleng, Kabupaten Buleleng, Bali 81115, Indonesia",https://maps.google.com/?cid=6568449136113239025,OPERATIONAL,+62 821-4478-7606,guest_house,4.3,106.0,PRICE_LEVEL_UNKNOWN
